year,county,state,production
2017,Cleveland County,OK,2446
2017,Tulsa County,OK,6372
2017,Oklahoma County,OK,26393
2017,McCurtain County,OK,260
2017,Pittsburg County,OK,17000
2017,Payne County,OK,300
2017,Bryan County,OK,100
2017,Kay County,OK,45
2017,Travis County,TX,114331
2017,Harris County,TX,108227
2017,Dallas County,TX,89530
2017,Comal County,TX,1305
2017,Grayson County,TX,2255
2017,Hays County,TX,6201
2017,Bexar County,TX,23596
2017,Gillespie County,TX,2640
2017,Camp County,TX,20
2017,Denton County,TX,1910
2017,Henderson County,TX,2375
2017,Nueces County,TX,1219
2017,Montgomery County,TX,24721
2017,Waller County,TX,121
2017,Brazoria County,TX,1248
2017,Bandera County,TX,10
2017,McLennan County,TX,345
2017,Kerr County,TX,4
2017,Brazos County,TX,1705
2017,Galveston County,TX,4105
2017,Hidalgo County,TX,720
2017,Randall County,TX,925
2017,El Paso County,TX,1341
2017,Williamson County,TX,6929
2017,Kendall County,TX,798
2017,Washington County,TX,2986
2017,Guadalupe County,TX,535
2017,Tarrant County,TX,21589
2017,Burnet County,TX,1035
2017,Tom Green County,TX,348
2017,Smith County,TX,1105
2017,Collin County,TX,10057
2017,Nacogdoches County,TX,317
2017,Rockwall County,TX,745
2017,Runnels County,TX,231
2017,Austin County,TX,82
2017,Hunt County,TX,20
2017,Jefferson County,TX,100
2017,Gregg County,TX,100
2017,Cameron County,TX,317
2017,Taylor County,TX,375
2017,Blanco County,TX,53864
2017,Eastland County,TX,70
2017,Houston County,TX,90
2017,Fort Bend County,TX,126
2017,Lubbock County,TX,335
2017,Jefferson County,WA,2358
2017,King County,WA,243164
2017,Snohomish County,WA,13850
2017,Spokane County,WA,21528
2017,Clark County,WA,11079
2017,Pierce County,WA,31140
2017,Okanogan County,WA,1950
2017,Skagit County,WA,5145
2017,Cowlitz County,WA,436
2017,Whatcom County,WA,19316
2017,Benton County,WA,3548
2017,Skamania County,WA,7569
2017,Chelan County,WA,6082
2017,Kitsap County,WA,26290
2017,Yakima County,WA,26547
2017,Clallam County,WA,352
2017,Grays Harbor County,WA,363
2017,Walla Walla County,WA,783
2017,Thurston County,WA,13327
2017,Columbia County,WA,169
2017,Lewis County,WA,1943
2017,Island County,WA,1395
2017,Kittitas County,WA,27664
2017,Klickitat County,WA,5775
2017,San Juan County,WA,1188
2017,Mason County,WA,13
2017,Pacific County,WA,863
2017,Stevens County,WA,542
2017,Whitman County,WA,968
2017,Ferry County,WA,406
2017,Wahkiakum County,WA,203
2017,Asotin County,WA,693
2017,Lincoln County,WA,198
2017,Pend Oreille County,WA,77
2017,Sonoma County,CA,113420
2017,Ventura County,CA,10325
2017,Mariposa County,CA,155
2017,Alameda County,CA,205945
2017,San Diego County,CA,888943
2017,San Bernardino County,CA,44160
2017,San Mateo County,CA,7103
2017,Fresno County,CA,11893
2017,San Luis Obispo County,CA,17736
2017,Riverside County,CA,113855
2017,Los Angeles County,CA,77801
2017,Marin County,CA,6374
2017,Orange County,CA,56869
2017,Contra Costa County,CA,24946
2017,Amador County,CA,1181
2017,Mendocino County,CA,48205
2017,Placer County,CA,28538
2017,San Francisco County,CA,46489
2017,Yolo County,CA,17813
2017,Sacramento County,CA,11335
2017,Kings County,CA,65
2017,Mono County,CA,7193
2017,Kern County,CA,10491
2017,Stanislaus County,CA,10684
2017,Solano County,CA,15582
2017,Tulare County,CA,1605
2017,El Dorado County,CA,4444
2017,San Benito County,CA,50
2017,Santa Barbara County,CA,32124
2017,Santa Clara County,CA,120977
2017,Butte County,CA,1046777
2017,Tehama County,CA,200
2017,San Joaquin County,CA,5954
2017,Inyo County,CA,1011
2017,Lassen County,CA,1220
2017,Santa Cruz County,CA,8349
2017,Napa County,CA,1705
2017,Siskiyou County,CA,697
2017,Humboldt County,CA,29742
2017,Monterey County,CA,2711
2017,Shasta County,CA,7787
2017,Nevada County,CA,5397
2017,Imperial County,CA,515
2017,Lake County,CA,392
2017,Merced County,CA,165
2017,Del Norte County,CA,1261
2017,Madera County,CA,2292
2017,Calaveras County,CA,1500
2017,Sutter County,CA,650
2017,Douglas County,CO,8064
2017,Boulder County,CO,223058
2017,Denver County,CO,154258
2017,Arapahoe County,CO,5353
2017,Jefferson County,CO,18169
2017,Eagle County,CO,8024
2017,Adams County,CO,5454
2017,Pitkin County,CO,6000
2017,Weld County,CO,9565
2017,San Juan County,CO,450
2017,Larimer County,CO,1115656
2017,Teller County,CO,2975
2017,La Plata County,CO,36969
2017,El Paso County,CO,25948
2017,Summit County,CO,4396
2017,Pueblo County,CO,1775
2017,Routt County,CO,3976
2017,Garfield County,CO,3124
2017,Montrose County,CO,1385
2017,Mesa County,CO,5717
2017,Saguache County,CO,196
2017,Las Animas County,CO,150
2017,Montezuma County,CO,1136
2017,Gilpin County,CO,225
2017,Chaffee County,CO,20671
2017,Fremont County,CO,495
2017,Clear Creek County,CO,145
2017,Grand County,CO,645
2017,Gunnison County,CO,700
2017,Park County,CO,417
2017,Ouray County,CO,745
2017,Lake County,CO,280
2017,Broomfield County,CO,1400
2017,Archuleta County,CO,824
2017,Alamosa County,CO,771
2017,San Miguel County,CO,8421
2017,Rio Grande County,CO,770
2017,Plymouth County,MA,8133
2017,Norfolk County,MA,26896
2017,Hampshire County,MA,9545
2017,Middlesex County,MA,120831
2017,Worcester County,MA,112616
2017,Suffolk County,MA,4193268
2017,Dukes County,MA,185
2017,Barnstable County,MA,7950
2017,Berkshire County,MA,4237
2017,Essex County,MA,60687
2017,Bristol County,MA,3327
2017,Franklin County,MA,20610
2017,Hampden County,MA,1530
2017,Grant County,OR,86
2017,Multnomah County,OR,81194
2017,Coos County,OR,1004
2017,Lane County,OR,107915
2017,Yamhill County,OR,3587
2017,Washington County,OR,7325
2017,Curry County,OR,1647
2017,Douglas County,OR,2199
2017,Baker County,OR,10388
2017,Malheur County,OR,1620
2017,Deschutes County,OR,492990
2017,Clackamas County,OR,4903
2017,Lincoln County,OR,99910
2017,Benton County,OR,7731
2017,Clatsop County,OR,30405
2017,Jackson County,OR,12723
2017,Linn County,OR,1347
2017,Josephine County,OR,2172
2017,Tillamook County,OR,23772
2017,Hood River County,OR,131230
2017,Umatilla County,OR,2353
2017,Wasco County,OR,425
2017,Marion County,OR,6644
2017,Klamath County,OR,1880
2017,Crook County,OR,315
2017,Columbia County,OR,9
2017,Harney County,OR,25
2017,Wallowa County,OR,4500
2017,Erie County,NY,23394
2017,Oneida County,NY,198185
2017,Suffolk County,NY,64923
2017,Dutchess County,NY,9660
2017,Delaware County,NY,1200
2017,Chautauqua County,NY,350
2017,Yates County,NY,1940
2017,Warren County,NY,10041
2017,St. Lawrence County,NY,170
2017,Wyoming County,NY,385
2017,Rockland County,NY,5737
2017,Washington County,NY,753
2017,Ulster County,NY,11292
2017,Saratoga County,NY,14914
2017,Essex County,NY,13268
2017,Tompkins County,NY,24637
2017,Seneca County,NY,1915
2017,Lewis County,NY,5000
2017,Nassau County,NY,10730
2017,Broome County,NY,3103
2017,Queens County,NY,20300
2017,Franklin County,NY,1920
2017,Ontario County,NY,6922
2017,Niagara County,NY,4327
2017,Westchester County,NY,30110
2017,Kings County,NY,304957
2017,Rensselaer County,NY,10050
2017,Putnam County,NY,585
2017,Chenango County,NY,100
2017,Jefferson County,NY,3693
2017,Otsego County,NY,2805
2017,Steuben County,NY,2720
2017,Sullivan County,NY,3950
2017,Monroe County,NY,24981
2017,Albany County,NY,2888
2017,Columbia County,NY,7166
2017,Orange County,NY,7256
2017,Madison County,NY,2575
2017,Cortland County,NY,800
2017,Herkimer County,NY,325
2017,Greene County,NY,1355
2017,New York County,NY,4450
2017,Chemung County,NY,1480
2017,Livingston County,NY,100
2017,Bronx County,NY,17700
2017,Onondaga County,NY,20936
2017,Richmond County,NY,3385
2017,Cattaraugus County,NY,1210
2017,Schenectady County,NY,1267
2017,Schoharie County,NY,140
2017,Schuyler County,NY,1010
2017,Cayuga County,NY,2410
2017,Clinton County,NY,740
2017,Fulton County,NY,65
2017,Tioga County,NY,250
2017,Oswego County,NY,125
2017,Maricopa County,AZ,74545
2017,Mohave County,AZ,8591
2017,Yavapai County,AZ,1328
2017,Pima County,AZ,23205
2017,Navajo County,AZ,369
2017,Santa Cruz County,AZ,100
2017,Coconino County,AZ,20376
2017,Yuma County,AZ,310
2017,Cochise County,AZ,710
2017,Jackson County,MI,1386
2017,Allegan County,MI,11765
2017,Livingston County,MI,1330
2017,Newaygo County,MI,457
2017,Wayne County,MI,40557
2017,Washtenaw County,MI,14749
2017,Kalamazoo County,MI,483959
2017,Berrien County,MI,11450
2017,Kent County,MI,19380
2017,Oakland County,MI,34228
2017,Alpena County,MI,1700
2017,Ingham County,MI,10830
2017,Macomb County,MI,6502
2017,Ottawa County,MI,55537
2017,Van Buren County,MI,1489
2017,Emmet County,MI,7916
2017,Oceana County,MI,298
2017,Marquette County,MI,9162
2017,Mecosta County,MI,575
2017,Grand Traverse County,MI,10177
2017,Eaton County,MI,353
2017,Keweenaw County,MI,195
2017,Huron County,MI,10
2017,Cheboygan County,MI,4455
2017,Wexford County,MI,130
2017,Gogebic County,MI,270
2017,Lenawee County,MI,720
2017,Calhoun County,MI,12323
2017,Crawford County,MI,685
2017,Alger County,MI,270
2017,Sanilac County,MI,215
2017,Muskegon County,MI,3500
2017,Clare County,MI,130
2017,Saginaw County,MI,3644
2017,Barry County,MI,40
2017,St. Clair County,MI,375
2017,Delta County,MI,485
2017,Leelanau County,MI,495
2017,Mason County,MI,1131
2017,St. Joseph County,MI,70
2017,Houghton County,MI,12622
2017,Benzie County,MI,1858
2017,Charlevoix County,MI,130
2017,Bay County,MI,1146
2017,Genesee County,MI,1381
2017,Midland County,MI,935
2017,Isabella County,MI,3175
2017,Manistee County,MI,15
2017,Osceola County,MI,100
2017,Antrim County,MI,48322
2017,Cass County,MI,230
2017,Otsego County,MI,300
2017,Chippewa County,MI,708
2017,Ionia County,MI,215
2017,Lapeer County,MI,200
2017,Iosco County,MI,110
2017,Ramsey County,MN,140801
2017,Crow Wing County,MN,2147
2017,Hennepin County,MN,317425
2017,Dakota County,MN,3446
2017,Grant County,MN,30
2017,Brown County,MN,118000
2017,Stearns County,MN,33740
2017,Scott County,MN,4695
2017,Lincoln County,MN,340
2017,Beltrami County,MN,1674
2017,St. Louis County,MN,21046
2017,Lyon County,MN,1030
2017,Lake County,MN,14900
2017,Rice County,MN,650
2017,Douglas County,MN,360
2017,Otter Tail County,MN,470
2017,Carver County,MN,2851
2017,Olmsted County,MN,1740
2017,Kandiyohi County,MN,563
2017,Cook County,MN,1737
2017,Anoka County,MN,590
2017,Wright County,MN,1030
2017,Winona County,MN,441
2017,Fillmore County,MN,58
2017,Itasca County,MN,137
2017,Washington County,MN,13755
2017,Koochiching County,MN,10
2017,Sherburne County,MN,1600
2017,Nicollet County,MN,3738
2017,Le Sueur County,MN,300
2017,Carlton County,MN,272
2017,Faribault County,MN,115
2017,Wabasha County,MN,90
2017,Goodhue County,MN,155
2017,Kittson County,MN,700
2017,Morrison County,MN,228
2017,Rock County,MN,783
2017,Chippewa County,MN,264
2017,Becker County,MN,120
2017,Pine County,MN,130
2017,Waseca County,MN,5
2017,Hamilton County,OH,277925
2017,Licking County,OH,4130
2017,Warren County,OH,165
2017,Franklin County,OH,61146
2017,Defiance County,OH,145
2017,Cuyahoga County,OH,360524
2017,Mahoning County,OH,449
2017,Columbiana County,OH,458
2017,Lucas County,OH,5588
2017,Wood County,OH,200
2017,Clinton County,OH,175
2017,Lake County,OH,3421
2017,Stark County,OH,5846
2017,Montgomery County,OH,12357
2017,Ottawa County,OH,1023
2017,Trumbull County,OH,15
2017,Fairfield County,OH,1960
2017,Athens County,OH,14071
2017,Butler County,OH,1100
2017,Williams County,OH,150
2017,Hancock County,OH,150
2017,Lorain County,OH,390
2017,Ashtabula County,OH,170
2017,Coshocton County,OH,98
2017,Summit County,OH,3697
2017,Jefferson County,OH,142
2017,Morrow County,OH,3500
2017,Delaware County,OH,1057
2017,Richland County,OH,750
2017,Tuscarawas County,OH,720
2017,Geauga County,OH,100
2017,Carroll County,OH,40
2017,Meigs County,OH,330
2017,Holmes County,OH,1600
2017,Miami County,OH,2000
2017,Mercer County,OH,2500
2017,Clark County,OH,750
2017,Clermont County,OH,2285
2017,Gallia County,OH,125
2017,Scioto County,OH,710
2017,Jackson County,OH,155
2017,Brown County,OH,65
2017,Guernsey County,OH,220
2017,Medina County,OH,294
2017,Muskingum County,OH,421
2017,Greenville County,SC,16978
2017,Aiken County,SC,550
2017,Lancaster County,SC,1410
2017,Anderson County,SC,289
2017,Charleston County,SC,55159
2017,Spartanburg County,SC,377
2017,Richland County,SC,6393
2017,Berkeley County,SC,40
2017,Greenwood County,SC,250
2017,Beaufort County,SC,5539
2017,Lexington County,SC,250
2017,York County,SC,2143
2017,Horry County,SC,3905
2017,Dorchester County,SC,132
2017,Georgetown County,SC,400
2017,Jasper County,SC,650
2017,Florence County,SC,1114
2017,Franklin County,VT,6478
2017,Chittenden County,VT,47655
2017,Washington County,VT,31999
2017,Windsor County,VT,100619
2017,Windham County,VT,1825
2017,Orange County,VT,365
2017,Addison County,VT,1149
2017,Rutland County,VT,930
2017,Lamoille County,VT,19766
2017,Orleans County,VT,750
2017,Bennington County,VT,1000
2017,Caledonia County,VT,600
2017,Hyde County,NC,125
2017,Wilson County,NC,294
2017,Cherokee County,NC,200
2017,Buncombe County,NC,1038406
2017,Mecklenburg County,NC,55155
2017,Wake County,NC,86556
2017,Jackson County,NC,1050
2017,Chatham County,NC,60
2017,Haywood County,NC,3024
2017,Watauga County,NC,7290
2017,Craven County,NC,165
2017,Person County,NC,10
2017,Henderson County,NC,1045635
2017,Ashe County,NC,157
2017,Polk County,NC,50
2017,Transylvania County,NC,1677
2017,Cumberland County,NC,1655
2017,New Hanover County,NC,7996
2017,Guilford County,NC,49065
2017,Durham County,NC,9320
2017,Nash County,NC,1235
2017,Cabarrus County,NC,3905
2017,Burke County,NC,18627
2017,Gaston County,NC,690
2017,Forsyth County,NC,43145
2017,Brunswick County,NC,895
2017,Carteret County,NC,1620
2017,Macon County,NC,2981
2017,Johnston County,NC,7161
2017,Orange County,NC,2203
2017,Mitchell County,NC,100
2017,Pitt County,NC,9955
2017,Randolph County,NC,967
2017,Pasquotank County,NC,15
2017,Iredell County,NC,430
2017,Caldwell County,NC,1200
2017,Alamance County,NC,1200
2017,Clay County,NC,90
2017,Rutherford County,NC,200
2017,Yancey County,NC,175
2017,Dare County,NC,1300
2017,Madison County,NC,70
2017,McDowell County,NC,5
2017,Avery County,NC,60
2017,Lenoir County,NC,6850
2017,Swain County,NC,12375
2017,Rowan County,NC,3000
2017,Pamlico County,NC,65
2017,Cleveland County,NC,1000
2017,Currituck County,NC,1290
2017,Hertford County,NC,50
2017,Moore County,NC,5467
2017,Onslow County,NC,5
2017,Surry County,NC,2077
2017,Union County,NC,665
2017,Edgecombe County,NC,600
2017,Lincoln County,NC,45
2017,Harnett County,NC,65
2017,Spotsylvania County,VA,296
2017,Prince William County,VA,1929
2017,Danville city,VA,510
2017,Loudoun County,VA,26048
2017,Stafford County,VA,2240
2017,Winchester city,VA,1434
2017,James City County,VA,6941
2017,Petersburg city,VA,3225
2017,Bedford County,VA,1750
2017,Henrico County,VA,11775
2017,Fairfax County,VA,14653
2017,Virginia Beach city,VA,5342
2017,Frederick County,VA,400
2017,Manassas city,VA,10740
2017,Madison County,VA,300
2017,Fauquier County,VA,6327
2017,Richmond city,VA,25328
2017,Waynesboro city,VA,3200
2017,Culpeper County,VA,1390
2017,Norfolk city,VA,18224
2017,Roanoke city,VA,14140
2017,Chesapeake city,VA,500
2017,Accomack County,VA,42
2017,Nelson County,VA,17633
2017,Harrisonburg city,VA,5787
2017,Hampton city,VA,4584
2017,Hanover County,VA,6290
2017,Charlottesville city,VA,17856
2017,Franklin County,VA,5150
2017,Galax city,VA,125
2017,Washington County,VA,1150
2017,Clarke County,VA,575
2017,Chesterfield County,VA,1054
2017,Powhatan County,VA,224
2017,Rockbridge County,VA,200
2017,Page County,VA,160
2017,Rappahannock County,VA,391
2017,Alexandria city,VA,16375
2017,Alleghany County,VA,65
2017,Albemarle County,VA,26602
2017,Portsmouth city,VA,7280
2017,Goochland County,VA,3250
2017,Falls Church city,VA,1387
2017,Westmoreland County,VA,150
2017,Henry County,VA,90
2017,Arlington County,VA,550
2017,Salem city,VA,6423
2017,Staunton city,VA,680
2017,Fredericksburg city,VA,1300
2017,Montgomery County,VA,505
2017,Campbell County,VA,350
2017,Bristol city,VA,1327
2017,Wise County,VA,110
2017,Shenandoah County,VA,896
2017,Newport News city,VA,1000
2017,Roanoke County,VA,225
2017,Isle of Wight County,VA,365
2017,Allegheny County,PA,23221
2017,Susquehanna County,PA,324
2017,Delaware County,PA,9720
2017,York County,PA,16821
2017,Westmoreland County,PA,4895
2017,Luzerne County,PA,59607
2017,Northampton County,PA,18465
2017,Monroe County,PA,1295
2017,Adams County,PA,302
2017,Beaver County,PA,315
2017,Columbia County,PA,1747
2017,Lancaster County,PA,25405
2017,Crawford County,PA,858
2017,Montgomery County,PA,47819
2017,Bradford County,PA,252
2017,Chester County,PA,6879
2017,Dauphin County,PA,104355
2017,Erie County,PA,6625
2017,Philadelphia County,PA,61166
2017,Berks County,PA,3356
2017,Bucks County,PA,24623
2017,Lycoming County,PA,1550
2017,Butler County,PA,5508
2017,Clarion County,PA,400
2017,Washington County,PA,305
2017,Northumberland County,PA,200
2017,Lawrence County,PA,350
2017,Lackawanna County,PA,420
2017,Schuylkill County,PA,5410288
2017,Mercer County,PA,230
2017,Cumberland County,PA,8035
2017,Centre County,PA,2842
2017,Lehigh County,PA,9506
2017,Franklin County,PA,1875
2017,Wayne County,PA,1250
2017,Fayette County,PA,100
2017,Indiana County,PA,1026
2017,Lebanon County,PA,1900
2017,Wyoming County,PA,900
2017,Montour County,PA,3164
2017,Clearfield County,PA,105
2017,Perry County,PA,85
2017,Union County,PA,3500
2017,Elk County,PA,45000
2017,Pike County,PA,500
2017,Somerset County,PA,410
2017,Chickasaw County,MS,107
2017,Hancock County,MS,11450
2017,Oktibbeha County,MS,300
2017,Washington County,MS,500
2017,Adams County,MS,575
2017,Jones County,MS,700
2017,Forrest County,MS,5922
2017,Lauderdale County,MS,180
2017,Yalobusha County,MS,1750
2017,Milwaukee County,WI,97817
2017,Sheboygan County,WI,4069
2017,Walworth County,WI,502
2017,Kewaunee County,WI,1035
2017,Dane County,WI,73209
2017,Sawyer County,WI,1003
2017,Outagamie County,WI,327
2017,Brown County,WI,13856
2017,Winnebago County,WI,4279
2017,St. Croix County,WI,3880
2017,Waukesha County,WI,3041
2017,Chippewa County,WI,754
2017,Wood County,WI,210
2017,Iowa County,WI,4040
2017,Marathon County,WI,2862
2017,Green County,WI,492172
2017,Portage County,WI,147790
2017,Sauk County,WI,4292
2017,Manitowoc County,WI,179
2017,Crawford County,WI,115
2017,Douglas County,WI,863
2017,Buffalo County,WI,100
2017,Jackson County,WI,3819
2017,Rock County,WI,1665
2017,Vernon County,WI,444
2017,Jefferson County,WI,3785
2017,Eau Claire County,WI,2347
2017,Fond du Lac County,WI,250
2017,Dunn County,WI,965
2017,Richland County,WI,30
2017,Oneida County,WI,58475
2017,Trempealeau County,WI,666
2017,Waupaca County,WI,185
2017,Grant County,WI,11216
2017,Kenosha County,WI,615
2017,Marinette County,WI,260
2017,Vilas County,WI,150
2017,Calumet County,WI,184
2017,Pierce County,WI,3025
2017,Lincoln County,WI,284
2017,Polk County,WI,275
2017,Door County,WI,826
2017,La Crosse County,WI,152
2017,Ashland County,WI,1494
2017,Ozaukee County,WI,718
2017,Barron County,WI,130
2017,Washington County,WI,50
2017,Lake County,IN,86132
2017,Bartholomew County,IN,1986
2017,Elkhart County,IN,1530
2017,LaPorte County,IN,2549
2017,Montgomery County,IN,32
2017,St. Joseph County,IN,3033
2017,Dubois County,IN,612
2017,Marion County,IN,86297
2017,Vigo County,IN,300
2017,Allen County,IN,4077
2017,Hendricks County,IN,640
2017,Monroe County,IN,22790
2017,Tippecanoe County,IN,3626
2017,Vanderburgh County,IN,6116
2017,Steuben County,IN,3000
2017,White County,IN,30
2017,Hamilton County,IN,39835
2017,Floyd County,IN,2000
2017,Porter County,IN,830
2017,Dearborn County,IN,2000
2017,Noble County,IN,450
2017,Johnson County,IN,8190
2017,Wayne County,IN,1470
2017,Delaware County,IN,650
2017,Union County,IN,250
2017,Harrison County,IN,100
2017,Brown County,IN,4000
2017,Lawrence County,IN,442
2017,Putnam County,IN,132
2017,Hancock County,IN,500
2017,Penobscot County,ME,3590
2017,Cumberland County,ME,285068
2017,Waldo County,ME,2704
2017,Hancock County,ME,3603
2017,Franklin County,ME,600
2017,York County,ME,4224
2017,Androscoggin County,ME,18855
2017,Somerset County,ME,914
2017,Kennebec County,ME,1627
2017,Aroostook County,ME,220
2017,Washington County,ME,218
2017,Lincoln County,ME,2795
2017,Knox County,ME,635
2017,Oxford County,ME,780
2017,Salt Lake County,UT,164670
2017,Tooele County,UT,1206
2017,Uintah County,UT,1452
2017,Grand County,UT,12696
2017,Summit County,UT,6000
2017,Weber County,UT,1950
2017,Washington County,UT,1107
2017,Floyd County,KY,180
2017,Jefferson County,KY,22292
2017,Boyle County,KY,1147
2017,Kenton County,KY,14105
2017,Fayette County,KY,30535
2017,Campbell County,KY,637
2017,McCracken County,KY,876
2017,Hardin County,KY,30
2017,Christian County,KY,169
2017,Pulaski County,KY,335
2017,Mercer County,KY,125
2017,Harrison County,KY,120
2017,Boone County,KY,60
2017,Bourbon County,KY,120
2017,Warren County,KY,500
2017,Douglas County,KS,11865
2017,Sedgwick County,KS,1776
2017,Saline County,KS,676
2017,Johnson County,KS,240
2017,Ellis County,KS,5000
2017,Ford County,KS,112
2017,Shawnee County,KS,613
2017,Washington County,KS,825
2017,Riley County,KS,500
2017,Lyon County,KS,396
2017,Butler County,KS,2200
2017,Broward County,FL,7565
2017,Pinellas County,FL,43853
2017,Manatee County,FL,7992
2017,Okaloosa County,FL,285
2017,Hillsborough County,FL,2727785
2017,Duval County,FL,20408
2017,Miami-Dade County,FL,30529
2017,Nassau County,FL,100
2017,Indian River County,FL,2174
2017,St. Johns County,FL,2287
2017,Sumter County,FL,100
2017,Volusia County,FL,5315
2017,Lee County,FL,5887
2017,Sarasota County,FL,14493
2017,Alachua County,FL,12265
2017,Collier County,FL,2683
2017,Seminole County,FL,2062
2017,Brevard County,FL,30356
2017,Palm Beach County,FL,21249
2017,Pasco County,FL,995
2017,Orange County,FL,8752
2017,Baker County,FL,10
2017,Leon County,FL,6070
2017,Monroe County,FL,1888
2017,Walton County,FL,15384
2017,Lake County,FL,135
2017,Polk County,FL,575
2017,Escambia County,FL,2424
2017,Columbia County,FL,5
2017,St. Lucie County,FL,10245
2017,Marion County,FL,750
2017,Hernando County,FL,846
2017,Citrus County,FL,40
2017,Bay County,FL,130
2017,Franklin County,FL,2500
2017,Santa Rosa County,FL,160
2017,St. Louis city,MO,104612
2017,Greene County,MO,13557
2017,Clay County,MO,2948
2017,Lafayette County,MO,60
2017,Franklin County,MO,600
2017,Jefferson County,MO,565
2017,Laclede County,MO,200
2017,Lawrence County,MO,250
2017,Jackson County,MO,21435
2017,Boone County,MO,16708
2017,Butler County,MO,60
2017,St. Francois County,MO,15
2017,St. Charles County,MO,2565
2017,St. Louis County,MO,43432
2017,Newton County,MO,45
2017,Perry County,MO,350
2017,Marion County,MO,600
2017,Cass County,MO,400
2017,Cape Girardeau County,MO,350
2017,Howell County,MO,107
2017,Texas County,MO,2700
2017,Cole County,MO,400
2017,Phelps County,MO,3791
2017,Gasconade County,MO,1200
2017,Morgan County,MO,21
2017,Platte County,MO,3250
2017,District of Columbia,DC,30349
2017,Middlesex County,CT,3426
2017,Hartford County,CT,27539
2017,New Haven County,CT,58026
2017,Fairfield County,CT,61411
2017,New London County,CT,11132
2017,Windham County,CT,1096
2017,Litchfield County,CT,2850
2017,Tolland County,CT,800
2017,Cook County,IL,282977
2017,DuPage County,IL,57856
2017,Will County,IL,2760
2017,Kane County,IL,3736
2017,Rock Island County,IL,4292
2017,Jackson County,IL,4675
2017,Champaign County,IL,6300
2017,Kankakee County,IL,8800
2017,Lake County,IL,10966
2017,Winnebago County,IL,1755
2017,McHenry County,IL,5180
2017,Macon County,IL,459
2017,Warren County,IL,30
2017,Sangamon County,IL,1675
2017,Clinton County,IL,1400
2017,DeKalb County,IL,220
2017,Jo Daviess County,IL,1200
2017,Stephenson County,IL,1650
2017,Henry County,IL,634
2017,Menard County,IL,463
2017,Monroe County,IL,460
2017,Peoria County,IL,770
2017,Knox County,IL,1500
2017,McLean County,IL,296
2017,St. Clair County,IL,1000
2017,LaSalle County,IL,1500
2017,Madison County,IL,1442
2017,Perry County,IL,220
2017,Franklin County,IL,25
2017,Union County,IL,200
2017,Gallatin County,MT,28473
2017,Yellowstone County,MT,14522
2017,Ravalli County,MT,5728
2017,Wibaux County,MT,750
2017,Missoula County,MT,50783
2017,Cascade County,MT,8000
2017,Lewis and Clark County,MT,3689
2017,Flathead County,MT,10917
2017,Valley County,MT,332
2017,Silver Bow County,MT,1870
2017,Lincoln County,MT,939
2017,Dawson County,MT,80
2017,Powell County,MT,170
2017,Wheatland County,MT,20
2017,Lake County,MT,900
2017,Park County,MT,2316
2017,Richland County,MT,845
2017,McCone County,MT,125
2017,Granite County,MT,8916
2017,Carbon County,MT,8083
2017,Madison County,MT,175
2017,Deer Lodge County,MT,125
2017,Hill County,MT,300
2017,Denali Borough,AK,1500
2017,Juneau City and Borough,AK,146800
2017,Anchorage Municipality,AK,20670
2017,Sitka City and Borough,AK,2000
2017,Kenai Peninsula Borough,AK,6393
2017,Matanuska-Susitna Borough,AK,13089
2017,Valdez-Cordova Census Area,AK,24
2017,Haines Borough,AK,369
2017,Hoonah-Angoon Census Area,AK,500
2017,Kodiak Island Borough,AK,620
2017,Yukon-Koyukuk Census Area,AK,2
2017,Fairbanks North Star Borough,AK,4000
2017,Skagway Municipality,AK,340
2017,Fulton County,GA,285049
2017,Coweta County,GA,326
2017,Clarke County,GA,29480
2017,DeKalb County,GA,16720
2017,Cobb County,GA,5050
2017,Muscogee County,GA,579
2017,Troup County,GA,1376
2017,Whitfield County,GA,300
2017,Bulloch County,GA,1250
2017,Fannin County,GA,3000
2017,Henry County,GA,1000
2017,Hall County,GA,1000
2017,Bibb County,GA,1115
2017,Chatham County,GA,10137
2017,Greene County,GA,450
2017,Walker County,GA,100
2017,Carroll County,GA,750
2017,Cherokee County,GA,6500
2017,Richmond County,GA,2250
2017,Floyd County,GA,600
2017,Gwinnett County,GA,195
2017,Polk County,IA,26869
2017,Dubuque County,IA,685
2017,Monroe County,IA,70
2017,Story County,IA,650
2017,Johnson County,IA,10608
2017,Warren County,IA,15
2017,Des Moines County,IA,4470
2017,Madison County,IA,85
2017,Boone County,IA,1100
2017,Muscatine County,IA,265
2017,Clayton County,IA,175
2017,Page County,IA,30
2017,Cerro Gordo County,IA,650
2017,Delaware County,IA,298
2017,Scott County,IA,3600
2017,Linn County,IA,3922
2017,Marshall County,IA,100
2017,Woodbury County,IA,190
2017,Washington County,IA,892
2017,Mills County,IA,1300
2017,Lee County,IA,225
2017,Iowa County,IA,4340
2017,Dickinson County,IA,3118
2017,Marion County,IA,4913
2017,Winneshiek County,IA,627
2017,Jackson County,IA,100
2017,Franklin County,IA,30
2017,Black Hawk County,IA,2705
2017,Webster County,IA,120
2017,Humboldt County,IA,75
2017,Worth County,IA,329
2017,San Juan County,NM,1350
2017,Rio Arriba County,NM,1015
2017,Bernalillo County,NM,44723
2017,Los Alamos County,NM,700
2017,Colfax County,NM,395
2017,Sandoval County,NM,2079
2017,Lea County,NM,115
