year,county,state,production
2016,Guernsey County,OH,165
2016,Muskingum County,OH,482
2016,Greene County,OH,2000
2016,Douglas County,KS,11387
2016,Sedgwick County,KS,2440
2016,Johnson County,KS,200
2016,Ellis County,KS,5000
2016,Shawnee County,KS,255
2016,Washington County,KS,825
2016,Lyon County,KS,355
2016,Saline County,KS,265
2016,Butler County,KS,2026
2016,Broward County,FL,32717
2016,Pinellas County,FL,27306
2016,Okaloosa County,FL,183
2016,Hillsborough County,FL,12947
2016,Duval County,FL,34589
2016,Miami-Dade County,FL,28905
2016,Sumter County,FL,142
2016,Volusia County,FL,5433
2016,Sarasota County,FL,10426
2016,Alachua County,FL,9942
2016,Collier County,FL,1223
2016,Seminole County,FL,1432
2016,Polk County,FL,2935
2016,Brevard County,FL,21533
2016,Lee County,FL,2450
2016,Palm Beach County,FL,11750
2016,Pasco County,FL,75
2016,Orange County,FL,4334
2016,Manatee County,FL,4459
2016,Leon County,FL,4240
2016,Charlotte County,FL,1000
2016,Monroe County,FL,1317
2016,Escambia County,FL,325
2016,Walton County,FL,150
2016,Marion County,FL,376
2016,St. Lucie County,FL,5320
2016,Hernando County,FL,557
2016,Lake County,FL,10
2016,Citrus County,FL,40
2016,Bay County,FL,150
2016,Indian River County,FL,821
2016,Franklin County,FL,1700
2016,Santa Rosa County,FL,156
2016,St. Louis city,MO,98898
2016,Clay County,MO,2442
2016,Franklin County,MO,563
2016,Laclede County,MO,95
2016,Lawrence County,MO,250
2016,Jackson County,MO,10735
2016,Boone County,MO,13160
2016,St. Francois County,MO,14
2016,St. Charles County,MO,1730
2016,St. Louis County,MO,30666
2016,Perry County,MO,260
2016,Jefferson County,MO,490
2016,Marion County,MO,500
2016,Cass County,MO,300
2016,Cape Girardeau County,MO,250
2016,Greene County,MO,13073
2016,Texas County,MO,2475
2016,Cole County,MO,400
2016,Phelps County,MO,3265
2016,Gasconade County,MO,1200
2016,Howell County,MO,42
2016,Morgan County,MO,13
2016,Platte County,MO,4250
2016,Philadelphia County,PA,58160
2016,Delaware County,PA,7229
2016,York County,PA,16495
2016,Allegheny County,PA,29330
2016,Monroe County,PA,935
2016,Adams County,PA,165
2016,Beaver County,PA,150
2016,Columbia County,PA,1150
2016,Lancaster County,PA,32238
2016,Westmoreland County,PA,5225
2016,Crawford County,PA,2873
2016,Bradford County,PA,320
2016,Chester County,PA,2820
2016,Dauphin County,PA,90195
2016,Northampton County,PA,16832
2016,Luzerne County,PA,44892
2016,Erie County,PA,6780
2016,Bucks County,PA,20984
2016,Lycoming County,PA,1500
2016,Butler County,PA,5421
2016,Berks County,PA,5313
2016,Clarion County,PA,350
2016,Montgomery County,PA,44857
2016,Lawrence County,PA,250
2016,Cumberland County,PA,5848
2016,Lehigh County,PA,8562
2016,Centre County,PA,1775
2016,Wayne County,PA,600
2016,Indiana County,PA,573
2016,Blair County,PA,850
2016,Wyoming County,PA,800
2016,Montour County,PA,4000
2016,Clearfield County,PA,600
2016,Franklin County,PA,1400
2016,Union County,PA,2262
2016,Snyder County,PA,500
2016,Lebanon County,PA,1500
2016,Elk County,PA,42500
2016,Tioga County,PA,300
2016,Sheboygan County,WI,3485
2016,Walworth County,WI,620
2016,Kewaunee County,WI,1000
2016,Dane County,WI,71558
2016,Sawyer County,WI,958
2016,Outagamie County,WI,323
2016,Brown County,WI,12938
2016,Winnebago County,WI,3497
2016,St. Croix County,WI,2656
2016,Milwaukee County,WI,82392
2016,Waukesha County,WI,3266
2016,Chippewa County,WI,324
2016,Wood County,WI,380
2016,Iowa County,WI,3986
2016,Marathon County,WI,3700
2016,Portage County,WI,151180
2016,Manitowoc County,WI,130
2016,Crawford County,WI,102
2016,Buffalo County,WI,100
2016,Jackson County,WI,6439
2016,Rock County,WI,1500
2016,Vernon County,WI,250
2016,Eau Claire County,WI,1789
2016,Fond du Lac County,WI,95
2016,Dunn County,WI,1000
2016,Green County,WI,488459
2016,Oneida County,WI,46295
2016,Trempealeau County,WI,708
2016,La Crosse County,WI,4780
2016,Waupaca County,WI,120
2016,Sauk County,WI,3870
2016,Grant County,WI,9200
2016,Kenosha County,WI,679
2016,Marinette County,WI,265
2016,Vilas County,WI,107
2016,Calumet County,WI,248
2016,Pierce County,WI,3200
2016,Lincoln County,WI,16
2016,Door County,WI,1095
2016,Ashland County,WI,1400
2016,Ozaukee County,WI,372
2016,Douglas County,WI,621
2016,Jefferson County,WI,3600
2016,Washington County,WI,75
2016,District of Columbia,DC,18670
2016,Middlesex County,CT,1495
2016,Hartford County,CT,13740
2016,Fairfield County,CT,47513
2016,New London County,CT,9541
2016,Windham County,CT,1302
2016,New Haven County,CT,38008
2016,Litchfield County,CT,84
2016,Cook County,IL,230861
2016,DuPage County,IL,50060
2016,Will County,IL,2117
2016,Rock Island County,IL,7376
2016,Jackson County,IL,4400
2016,Champaign County,IL,4258
2016,Kankakee County,IL,7500
2016,McHenry County,IL,3510
2016,Macon County,IL,94
2016,Warren County,IL,175
2016,Sangamon County,IL,456
2016,Clinton County,IL,1400
2016,DeKalb County,IL,211
2016,Jo Daviess County,IL,1200
2016,Stephenson County,IL,2350
2016,Henry County,IL,670
2016,Lake County,IL,9262
2016,Knox County,IL,1000
2016,Peoria County,IL,800
2016,Winnebago County,IL,905
2016,St. Clair County,IL,1000
2016,Kane County,IL,3329
2016,LaSalle County,IL,100
2016,Madison County,IL,695
2016,Perry County,IL,220
2016,McLean County,IL,100
2016,Sussex County,DE,239310
2016,New Castle County,DE,3665
2016,Kent County,DE,1093
2016,Denali Borough,AK,1250
2016,Juneau City and Borough,AK,154300
2016,Anchorage Municipality,AK,19197
2016,Sitka City and Borough,AK,2000
2016,Matanuska-Susitna Borough,AK,11721
2016,Haines Borough,AK,336
2016,Kenai Peninsula Borough,AK,5682
2016,Hoonah-Angoon Census Area,AK,500
2016,Kodiak Island Borough,AK,678
2016,Yukon-Koyukuk Census Area,AK,2
2016,Fairbanks North Star Borough,AK,4000
2016,Skagway Municipality,AK,302
2016,Fulton County,GA,249920
2016,Coweta County,GA,200
2016,DeKalb County,GA,14491
2016,Cobb County,GA,3600
2016,Muscogee County,GA,765
2016,Chatham County,GA,11000
2016,Clarke County,GA,22080
2016,Bulloch County,GA,1100
2016,Fannin County,GA,3000
2016,Henry County,GA,2500
2016,Bibb County,GA,800
2016,Stewart County,GA,2200
2016,Walker County,GA,42
2016,Cherokee County,GA,4700
2016,Richmond County,GA,650
2016,Polk County,IA,21853
2016,Monroe County,IA,64
2016,Story County,IA,650
2016,Johnson County,IA,7135
2016,Des Moines County,IA,7325
2016,Madison County,IA,36
2016,Boone County,IA,2000
2016,Muscatine County,IA,304
2016,Clayton County,IA,150
2016,Page County,IA,115
2016,Cerro Gordo County,IA,175
2016,Delaware County,IA,233
2016,Scott County,IA,3245
2016,Linn County,IA,1126
2016,Marshall County,IA,100
2016,Woodbury County,IA,135
2016,Dubuque County,IA,225
2016,Washington County,IA,1577
2016,Mills County,IA,375
2016,Lee County,IA,162
2016,Iowa County,IA,4411
2016,Mahaska County,IA,600
2016,Dickinson County,IA,2433
2016,Marion County,IA,4476
2016,Winneshiek County,IA,430
2016,Jackson County,IA,40
2016,Franklin County,IA,30
2016,Webster County,IA,100
2016,Black Hawk County,IA,500
2016,Humboldt County,IA,50
2016,Worth County,IA,241
2016,Rockingham County,NH,61409
2016,Hillsborough County,NH,7197
2016,Cheshire County,NH,703
2016,Strafford County,NH,395
2016,Merrimack County,NH,3815
2016,Carroll County,NH,16275
2016,Grafton County,NH,7054
2016,Montgomery County,MD,2905
2016,Worcester County,MD,3100
2016,Baltimore County,MD,5059
2016,Frederick County,MD,107275
2016,Howard County,MD,11921
2016,Queen Anne's County,MD,15
2016,Prince George's County,MD,4804
2016,Calvert County,MD,4550
2016,Anne Arundel County,MD,400
2016,Talbot County,MD,1450
2016,Wicomico County,MD,17309
2016,Harford County,MD,1110
2016,Baltimore city,MD,32222
2016,Carroll County,MD,300
2016,Caroline County,MD,25
2016,Dorchester County,MD,5000
2016,Cape May County,NJ,7280
2016,Sussex County,NJ,1415
2016,Monmouth County,NJ,21103
2016,Ocean County,NJ,2750
2016,Camden County,NJ,29593
2016,Bergen County,NJ,2565
2016,Burlington County,NJ,4062
2016,Warren County,NJ,2949
2016,Hudson County,NJ,2875
2016,Union County,NJ,2360
2016,Hunterdon County,NJ,565
2016,Middlesex County,NJ,2900
2016,Somerset County,NJ,250
2016,Atlantic County,NJ,2731
2016,Essex County,NJ,1350
2016,Cumberland County,NJ,1450
2016,Gloucester County,NJ,125
2016,Morris County,NJ,800
2016,Mercer County,NJ,12074
2016,Rio Arriba County,NM,862
2016,Los Alamos County,NM,710
2016,Bernalillo County,NM,31143
2016,Colfax County,NM,960
2016,Sandoval County,NM,2004
2016,Taos County,NM,1800
2016,Doa Ana County,NM,1891
2016,Eddy County,NM,550
2016,Roosevelt County,NM,415
2016,Santa Fe County,NM,23165
2016,Torrance County,NM,10000
2016,San Juan County,NM,1189
2016,St. Tammany Parish,LA,151417
2016,St. Landry Parish,LA,6250
2016,Avoyelles Parish,LA,150
2016,Tangipahoa Parish,LA,4250
2016,Orleans Parish,LA,14382
2016,Calcasieu Parish,LA,750
2016,Ouachita Parish,LA,210
2016,Caddo Parish,LA,7274
2016,Lafourche Parish,LA,900
2016,Lafayette Parish,LA,10848
2016,East Baton Rouge Parish,LA,7700
2016,Jefferson County,KY,21097
2016,Boyle County,KY,1213
2016,Fayette County,KY,24549
2016,Kenton County,KY,6800
2016,Campbell County,KY,83
2016,McCracken County,KY,824
2016,Christian County,KY,250
2016,Pulaski County,KY,83
2016,Mercer County,KY,68
2016,Boone County,KY,20
2016,Bourbon County,KY,110
2016,Warren County,KY,300
2016,Aiken County,SC,550
2016,Lancaster County,SC,1080
2016,Greenville County,SC,24007
2016,Anderson County,SC,500
2016,Charleston County,SC,42020
2016,Richland County,SC,6785
2016,Greenwood County,SC,150
2016,Beaufort County,SC,6400
2016,York County,SC,1953
2016,Horry County,SC,4035
2016,Lexington County,SC,190
2016,Georgetown County,SC,400
2016,Jasper County,SC,1342
2016,Florence County,SC,1064
2016,Washoe County,NV,7675
2016,Clark County,NV,19212
2016,Elko County,NV,1400
2016,Knox County,TN,3370
2016,Maury County,TN,300
2016,Davidson County,TN,63093
2016,Hamilton County,TN,2563
2016,Blount County,TN,2100
2016,Montgomery County,TN,5310
2016,White County,TN,1500
2016,Williamson County,TN,3850
2016,Washington County,TN,12824
2016,Shelby County,TN,22895
2016,Sullivan County,TN,550
2016,Morgan County,TN,300
2016,Rutherford County,TN,1462
2016,Rhea County,TN,175
2016,Coffee County,TN,750
2016,Putnam County,TN,120
2016,Albany County,WY,1330
2016,Sweetwater County,WY,200
2016,Sheridan County,WY,8470
2016,Laramie County,WY,700
2016,Campbell County,WY,81
2016,Converse County,WY,250
2016,Fremont County,WY,805
2016,Lincoln County,WY,7896
2016,Johnson County,WY,350
2016,Hot Springs County,WY,75
2016,Park County,WY,510
2016,Teton County,WY,7778
2016,Carbon County,WY,200
2016,Washakie County,WY,934
2016,Sublette County,WY,1250
2016,Cherokee County,NC,167
2016,Buncombe County,NC,1090571
2016,Mecklenburg County,NC,39508
2016,Wake County,NC,68726
2016,Chatham County,NC,55
2016,Haywood County,NC,2575
2016,Watauga County,NC,5315
2016,Craven County,NC,232
2016,Henderson County,NC,1137344
2016,Ashe County,NC,103
2016,Polk County,NC,200
2016,Transylvania County,NC,2050
2016,New Hanover County,NC,4012
2016,Guilford County,NC,52590
2016,Durham County,NC,8010
2016,Nash County,NC,739
2016,Burke County,NC,11682
2016,Brunswick County,NC,557
2016,Johnston County,NC,6205
2016,Cumberland County,NC,900
2016,Mitchell County,NC,100
2016,Pitt County,NC,8500
2016,Forsyth County,NC,41192
2016,Randolph County,NC,757
2016,Iredell County,NC,290
2016,Caldwell County,NC,1083
2016,Alamance County,NC,1000
2016,Rutherford County,NC,75
2016,Cabarrus County,NC,455
2016,Jackson County,NC,1000
2016,Macon County,NC,874
2016,Avery County,NC,56
2016,Lenoir County,NC,8000
2016,Swain County,NC,10000
2016,Rowan County,NC,850
2016,Cleveland County,NC,750
2016,Gaston County,NC,690
2016,Dare County,NC,1200
2016,Moore County,NC,5823
2016,Surry County,NC,2180
2016,Union County,NC,165
2016,Orange County,NC,2510
2016,Edgecombe County,NC,350
2016,Currituck County,NC,1200
2016,Washington County,AR,4721
2016,Benton County,AR,4308
2016,Garland County,AR,346
2016,Pulaski County,AR,12801
2016,Baxter County,AR,75
2016,Logan County,AR,25
2016,Jefferson County,AL,8546
2016,Madison County,AL,10510
2016,Baldwin County,AL,178
2016,Tuscaloosa County,AL,615
2016,Calhoun County,AL,500
2016,Cullman County,AL,750
2016,Lee County,AL,450
2016,Lauderdale County,AL,751
2016,Lancaster County,NE,106265
2016,Douglas County,NE,11212
2016,Cherry County,NE,240
2016,Loup County,NE,325
2016,Seward County,NE,113
2016,Holt County,NE,25
2016,Adams County,NE,150
2016,Platte County,NE,247
2016,Fillmore County,NE,48
2016,Red Willow County,NE,115
2016,Sarpy County,NE,4467
2016,Hall County,NE,350
2016,Valley County,NE,376
2016,Buffalo County,NE,2102
2016,Ada County,ID,29742
2016,Lemhi County,ID,300
2016,Canyon County,ID,30500
2016,Kootenai County,ID,5610
2016,Teton County,ID,9423
2016,Latah County,ID,725
2016,Bonneville County,ID,1129
2016,Boundary County,ID,500
2016,Bonner County,ID,9028
2016,Twin Falls County,ID,575
2016,Valley County,ID,2581
2016,Shoshone County,ID,1789
2016,Bannock County,ID,505
2016,Blaine County,ID,1066
2016,Custer County,ID,150
2016,Idaho County,ID,150
2016,Morgan County,WV,75
2016,Randolph County,WV,2829
2016,Fayette County,WV,1200
2016,Monongalia County,WV,600
2016,Tucker County,WV,4700
2016,Preston County,WV,100
2016,Ohio County,WV,294
2016,Hawaii County,HI,3305
2016,Honolulu County,HI,3052
2016,Kauai County,HI,920
2016,Maui County,HI,675
2016,Harrison County,MS,700
2016,Jackson County,MS,1500
2016,Hancock County,MS,13268
2016,Oktibbeha County,MS,325
2016,Adams County,MS,339
2016,Jones County,MS,500
2016,Forrest County,MS,5500
2016,Yalobusha County,MS,2000
2016,Newport County,RI,875
2016,Providence County,RI,100441
2016,Washington County,RI,7400
2016,Kent County,RI,3250
2016,Lawrence County,SD,2180
2016,Codington County,SD,500
2016,Minnehaha County,SD,2007
2016,Pennington County,SD,3650
2016,Meade County,SD,775
2016,Brookings County,SD,250
2016,Cass County,ND,2361
2016,Burleigh County,ND,530
2016,Grand Forks County,ND,1100
2016,Ward County,ND,170
2015,Cleveland County,OK,2210
2015,Oklahoma County,OK,16971
2015,Pittsburg County,OK,8000
2015,Tulsa County,OK,6745
2015,Travis County,TX,77735
2015,Harris County,TX,135671
2015,Dallas County,TX,53691
2015,Grayson County,TX,1975
2015,Bexar County,TX,17118
2015,Denton County,TX,3759
2015,Montgomery County,TX,17382
2015,Galveston County,TX,1685
2015,Randall County,TX,698
2015,Brazos County,TX,1125
2015,Williamson County,TX,1623
2015,Kendall County,TX,500
2015,Washington County,TX,580
2015,Guadalupe County,TX,548
2015,Henderson County,TX,1874
2015,Burnet County,TX,1612
2015,Comal County,TX,870
2015,Brazoria County,TX,150
2015,Collin County,TX,5465
2015,Gillespie County,TX,856
2015,Goliad County,TX,3000
2015,Runnels County,TX,126
2015,Austin County,TX,200
2015,Hays County,TX,5167
2015,Nueces County,TX,350
2015,Tarrant County,TX,26958
2015,El Paso County,TX,150
2015,Cameron County,TX,450
2015,Taylor County,TX,300
2015,Blanco County,TX,61467
2015,Hood County,TX,21960
2015,Lubbock County,TX,1315
2015,Smith County,TX,600
2015,Rockwall County,TX,180
2015,Tom Green County,TX,90
2015,Jefferson County,WA,2685
2015,King County,WA,200698
2015,Snohomish County,WA,13008
2015,Clark County,WA,6288
2015,Pierce County,WA,20142
2015,Okanogan County,WA,2445
2015,Skagit County,WA,2263
2015,Cowlitz County,WA,357
2015,Whatcom County,WA,9518
2015,Benton County,WA,3236
2015,Skamania County,WA,4498
2015,Spokane County,WA,15732
2015,Chelan County,WA,5260
2015,Kitsap County,WA,16291
2015,Yakima County,WA,14716
2015,Clallam County,WA,101
2015,Grays Harbor County,WA,71
2015,Walla Walla County,WA,886
2015,Columbia County,WA,182
2015,Lewis County,WA,2022
2015,Kittitas County,WA,16399
2015,Klickitat County,WA,4456
2015,Thurston County,WA,14696
2015,Island County,WA,1130
2015,San Juan County,WA,1036
2015,Pacific County,WA,431
2015,Stevens County,WA,680
2015,Whitman County,WA,951
2015,Ferry County,WA,342
2015,Asotin County,WA,703
2015,Lincoln County,WA,190
2015,Grant County,WA,245
2015,Pend Oreille County,WA,83
2015,Sonoma County,CA,728139
2015,Alameda County,CA,137635
2015,San Diego County,CA,672679
2015,Los Angeles County,CA,321551
2015,Riverside County,CA,91455
2015,San Mateo County,CA,4576
2015,Ventura County,CA,2146
2015,Orange County,CA,36385
2015,San Francisco County,CA,199214
2015,Mendocino County,CA,50205
2015,Placer County,CA,18348
2015,San Luis Obispo County,CA,286579
2015,Contra Costa County,CA,11316
2015,Yolo County,CA,9870
2015,San Bernardino County,CA,40333
2015,Kern County,CA,4894
2015,Solano County,CA,10850
2015,Tulare County,CA,650
2015,El Dorado County,CA,2790
2015,San Benito County,CA,6
2015,Santa Clara County,CA,101802
2015,Santa Barbara County,CA,25032
2015,Santa Cruz County,CA,4802
2015,Sacramento County,CA,5003
2015,Napa County,CA,1281
2015,Siskiyou County,CA,830
2015,Stanislaus County,CA,4490
2015,Humboldt County,CA,26927
2015,Monterey County,CA,3143
2015,Shasta County,CA,4568
2015,Butte County,CA,1223630
2015,Nevada County,CA,4063
2015,Fresno County,CA,9549
2015,San Joaquin County,CA,3165
2015,Mono County,CA,644
2015,Lake County,CA,458
2015,Lassen County,CA,900
2015,Inyo County,CA,293
2015,Madera County,CA,858
2015,Calaveras County,CA,1565
2015,Marin County,CA,105
2015,Sutter County,CA,250
2015,Plumas County,CA,480
2015,Plymouth County,MA,7910
2015,Hampshire County,MA,7474
2015,Middlesex County,MA,39272
2015,Suffolk County,MA,5255450
2015,Dukes County,MA,2450
2015,Berkshire County,MA,3461
2015,Bristol County,MA,1630
2015,Franklin County,MA,21417
2015,Essex County,MA,46569
2015,Norfolk County,MA,150
2015,Nantucket County,MA,30000
2015,Barnstable County,MA,750
2015,Hampden County,MA,2550
2015,Worcester County,MA,47420
2015,Grant County,OR,67
2015,Multnomah County,OR,69035
2015,Coos County,OR,700
2015,Washington County,OR,2246
2015,Curry County,OR,1374
2015,Douglas County,OR,651
2015,Baker County,OR,4928
2015,Malheur County,OR,1525
2015,Deschutes County,OR,451532
2015,Clackamas County,OR,3510
2015,Hood River County,OR,133111
2015,Clatsop County,OR,18234
2015,Benton County,OR,5217
2015,Lane County,OR,193818
2015,Jackson County,OR,13538
2015,Linn County,OR,1351
2015,Yamhill County,OR,3448
2015,Josephine County,OR,3122
2015,Tillamook County,OR,14115
2015,Umatilla County,OR,1211
2015,Marion County,OR,4662
2015,Klamath County,OR,1910
2015,Crook County,OR,197
2015,Morrow County,OR,630
2015,Lincoln County,OR,796
2015,Harney County,OR,21
2015,Wallowa County,OR,4700
2015,Erie County,NY,13939
2015,Suffolk County,NY,43344
2015,Delaware County,NY,750
2015,Yates County,NY,965
2015,Warren County,NY,9125
2015,St. Lawrence County,NY,150
2015,Wyoming County,NY,25
2015,Rockland County,NY,1650
2015,Washington County,NY,354
2015,Essex County,NY,661
2015,Tompkins County,NY,25689
2015,Seneca County,NY,1600
2015,Nassau County,NY,3911
2015,Queens County,NY,14090
2015,Broome County,NY,2005
2015,Franklin County,NY,282
2015,Dutchess County,NY,2750
2015,Westchester County,NY,29013
2015,Kings County,NY,281250
2015,Rensselaer County,NY,16475
2015,Putnam County,NY,400
2015,Jefferson County,NY,3600
2015,Sullivan County,NY,2600
2015,Monroe County,NY,14473
2015,Albany County,NY,1326
2015,Columbia County,NY,2550
2015,Saratoga County,NY,26212
2015,Otsego County,NY,1336
2015,Ontario County,NY,3850
2015,Greene County,NY,797
2015,New York County,NY,950
2015,Onondaga County,NY,10400
2015,Cattaraugus County,NY,7300
2015,Madison County,NY,300
2015,Steuben County,NY,1564
2015,Ulster County,NY,10540
2015,Schoharie County,NY,80
2015,Schuyler County,NY,250
2015,Bronx County,NY,1800
2015,Cayuga County,NY,789
2015,Orange County,NY,3775
2015,Clinton County,NY,450
2015,Chautauqua County,NY,107000
2015,Tioga County,NY,195
2015,Chemung County,NY,1100
2015,Schenectady County,NY,350
2015,Niagara County,NY,1540
2015,Jackson County,MI,1326
2015,Wayne County,MI,70142
2015,Washtenaw County,MI,9387
2015,Kalamazoo County,MI,396095
2015,Berrien County,MI,16908
2015,Oakland County,MI,30752
2015,Kent County,MI,26348
2015,Ingham County,MI,1350
2015,Macomb County,MI,6917
2015,Van Buren County,MI,130
2015,Emmet County,MI,5355
2015,Otsego County,MI,625
2015,Ottawa County,MI,45089
2015,Marquette County,MI,8025
2015,Livingston County,MI,844
2015,Mecosta County,MI,1425
2015,Grand Traverse County,MI,7917
2015,Keweenaw County,MI,325
2015,Cheboygan County,MI,3240
2015,Lenawee County,MI,330
2015,Calhoun County,MI,24918
2015,Crawford County,MI,225
2015,Eaton County,MI,352
2015,Sanilac County,MI,294
2015,Muskegon County,MI,1400
2015,Saginaw County,MI,4957
2015,St. Clair County,MI,400
2015,Delta County,MI,420
2015,Mason County,MI,400
2015,Houghton County,MI,10988
2015,Alger County,MI,250
2015,Bay County,MI,1568
2015,Midland County,MI,600
2015,Allegan County,MI,10112
2015,Genesee County,MI,1008
2015,Antrim County,MI,41117
2015,Chippewa County,MI,350
2015,Benzie County,MI,1059
2015,Lapeer County,MI,90
2015,Iosco County,MI,150
2015,Boulder County,CO,206517
2015,Douglas County,CO,4350
2015,Arapahoe County,CO,2430
2015,Jefferson County,CO,8173
2015,Eagle County,CO,3928
2015,Denver County,CO,118672
2015,La Plata County,CO,35530
2015,Pitkin County,CO,3600
2015,San Juan County,CO,150
2015,Adams County,CO,1895
2015,Larimer County,CO,1039961
2015,Teller County,CO,1600
2015,El Paso County,CO,21092
2015,Weld County,CO,3862
2015,Summit County,CO,2190
2015,Routt County,CO,1895
2015,Garfield County,CO,2762
2015,Mesa County,CO,7398
2015,Las Animas County,CO,150
2015,Montezuma County,CO,700
2015,Gilpin County,CO,220
2015,Chaffee County,CO,10100
2015,Grand County,CO,350
2015,Montrose County,CO,1028
2015,Ouray County,CO,950
2015,Lake County,CO,29
2015,Archuleta County,CO,643
2015,Alamosa County,CO,711
2015,Pueblo County,CO,750
2015,San Miguel County,CO,5887
2015,Park County,CO,175
2015,Rio Grande County,CO,420
2015,Broomfield County,CO,541
2015,Franklin County,VT,3000
2015,Chittenden County,VT,16378
2015,Washington County,VT,11900
2015,Windsor County,VT,131075
2015,Orange County,VT,260
2015,Addison County,VT,866
2015,Rutland County,VT,550
2015,Windham County,VT,1880
2015,Orleans County,VT,5750
2015,Lamoille County,VT,10020
2015,Bennington County,VT,1100
2015,Spotsylvania County,VA,105
2015,Danville city,VA,250
2015,Loudoun County,VA,19748
2015,Stafford County,VA,1800
2015,James City County,VA,5400
2015,Bedford County,VA,1550
2015,Henrico County,VA,4080
2015,Fairfax County,VA,11265
2015,Virginia Beach city,VA,3280
2015,Frederick County,VA,335
2015,Manassas city,VA,5900
2015,Culpeper County,VA,800
2015,Roanoke city,VA,5030
2015,Nelson County,VA,85472
2015,Hanover County,VA,4731
2015,Charlottesville city,VA,13536
2015,Franklin County,VA,1978
2015,Norfolk city,VA,13141
2015,Galax city,VA,100
2015,Washington County,VA,1500
2015,Clarke County,VA,235
2015,Winchester city,VA,550
2015,Richmond city,VA,21941
2015,Rappahannock County,VA,141
2015,Alexandria city,VA,14400
2015,Portsmouth city,VA,7951
2015,Goochland County,VA,3000
2015,Falls Church city,VA,1685
2015,Fauquier County,VA,3470
2015,Harrisonburg city,VA,988
2015,Albemarle County,VA,28270
2015,Staunton city,VA,600
2015,Montgomery County,VA,31
2015,Waynesboro city,VA,650
2015,Fredericksburg city,VA,275
2015,Chesterfield County,VA,2
2015,Bristol city,VA,159
2015,Shenandoah County,VA,62
2015,Hampton city,VA,3579
2015,Prince William County,VA,310
2015,Isle of Wight County,VA,250
2015,Lake County,IN,50624
2015,Bartholomew County,IN,1166
2015,Elkhart County,IN,1100
2015,LaPorte County,IN,1795
2015,St. Joseph County,IN,1950
2015,Dubois County,IN,165
2015,Marion County,IN,77505
2015,Allen County,IN,2626
2015,Hendricks County,IN,600
2015,Monroe County,IN,20024
2015,Vanderburgh County,IN,6172
2015,Steuben County,IN,3600
2015,Hamilton County,IN,32941
2015,Floyd County,IN,1685
2015,Porter County,IN,538
2015,Dearborn County,IN,1500
2015,Tippecanoe County,IN,3350
2015,Wayne County,IN,270
2015,Delaware County,IN,25
2015,Union County,IN,115
2015,Johnson County,IN,4591
2015,Brown County,IN,2300
2015,Lawrence County,IN,600
2015,Hancock County,IN,260
2015,Pima County,AZ,13852
2015,Maricopa County,AZ,40587
2015,Mohave County,AZ,4507
2015,Yavapai County,AZ,8493
2015,Coconino County,AZ,13039
2015,Navajo County,AZ,202
2015,Cochise County,AZ,582
2015,Yuma County,AZ,467
2015,Douglas County,KS,11727
2015,Sedgwick County,KS,562
2015,Ellis County,KS,4000
2015,Washington County,KS,625
2015,Riley County,KS,820
2015,Lyon County,KS,306
2015,Butler County,KS,615
2015,Broward County,FL,22883
2015,Pinellas County,FL,13305
2015,Hillsborough County,FL,2878658
2015,Duval County,FL,26107
2015,Miami-Dade County,FL,9970
2015,St. Johns County,FL,200
2015,Sarasota County,FL,7136
2015,Seminole County,FL,435
2015,Polk County,FL,19372
2015,Brevard County,FL,806
2015,Palm Beach County,FL,14100
2015,Orange County,FL,909
2015,Manatee County,FL,3066
2015,Volusia County,FL,2727
2015,Okaloosa County,FL,72
2015,Pasco County,FL,250
2015,Collier County,FL,400
2015,Charlotte County,FL,750
2015,Alachua County,FL,7680
2015,Monroe County,FL,526
2015,Lee County,FL,1175
2015,Leon County,FL,1175
2015,Walton County,FL,50
2015,St. Lucie County,FL,2300
2015,Hernando County,FL,100
2015,Escambia County,FL,4817
2015,Lake County,FL,156
2015,Citrus County,FL,38
2015,Indian River County,FL,263
2015,Franklin County,FL,1210
2015,St. Louis city,MO,98665
2015,Franklin County,MO,537
2015,Clay County,MO,942
2015,Lawrence County,MO,200
2015,Jackson County,MO,5786
2015,Boone County,MO,9531
2015,St. Francois County,MO,12
2015,St. Charles County,MO,1046
2015,St. Louis County,MO,23314
2015,Cass County,MO,5
2015,Cape Girardeau County,MO,7
2015,Greene County,MO,14320
2015,Texas County,MO,2200
2015,Cole County,MO,400
2015,Phelps County,MO,3274
2015,Gasconade County,MO,1000
2015,Platte County,MO,4250
2015,Philadelphia County,PA,63220
2015,Delaware County,PA,3900
2015,York County,PA,4831
2015,Westmoreland County,PA,3087
2015,Luzerne County,PA,35540
2015,Dauphin County,PA,86680
2015,Monroe County,PA,750
2015,Adams County,PA,146
2015,Beaver County,PA,100
2015,Columbia County,PA,685
2015,Lancaster County,PA,22858
2015,Erie County,PA,10239
2015,Bucks County,PA,18945
2015,Lycoming County,PA,1280
2015,Berks County,PA,3565
2015,Montgomery County,PA,29928
2015,Allegheny County,PA,124081
2015,Lawrence County,PA,200
2015,Schuylkill County,PA,5610734
2015,Centre County,PA,2830
2015,Lehigh County,PA,8400
2015,Chester County,PA,425449
2015,Blair County,PA,850
2015,Cumberland County,PA,2000
2015,Wyoming County,PA,800
2015,Montour County,PA,4500
2015,Clearfield County,PA,400
2015,Butler County,PA,475
2015,Franklin County,PA,1400
2015,Union County,PA,400
